dimension,severity,id,name,detail
D3_category_subgroup_mismatch,HIGH,off_c4edfabc0c,Yogur sabor Plátano,"{""category"": ""dairy"", ""subgroup"": ""fruit"", ""allowed_sample"": [""aged_cheese"", ""fresh_cheese"", ""high_protein_dairy"", ""low_fat_dairy"", ""other_dairy""]}"
D3_category_subgroup_mismatch,HIGH,off_e5edcd5898,Kefir cremoso naranja y mango,"{""category"": ""dairy"", ""subgroup"": ""fruit"", ""allowed_sample"": [""aged_cheese"", ""fresh_cheese"", ""high_protein_dairy"", ""low_fat_dairy"", ""other_dairy""]}"
D3_category_subgroup_mismatch,HIGH,off_aa257c71fe,Yogur con frutas del bosque,"{""category"": ""dairy"", ""subgroup"": ""fruit"", ""allowed_sample"": [""aged_cheese"", ""fresh_cheese"", ""high_protein_dairy"", ""low_fat_dairy"", ""other_dairy""]}"
D3_category_subgroup_mismatch,HIGH,off_d011f0ed45,Go-Lácteo con yogur de pera,"{""category"": ""dairy"", ""subgroup"": ""fruit"", ""allowed_sample"": [""aged_cheese"", ""fresh_cheese"", ""high_protein_dairy"", ""low_fat_dairy"", ""other_dairy""]}"
D3_category_subgroup_mismatch,HIGH,off_7464ef91eb,Yogur Griego con Mango,"{""category"": ""dairy"", ""subgroup"": ""fruit"", ""allowed_sample"": [""aged_cheese"", ""fresh_cheese"", ""high_protein_dairy"", ""low_fat_dairy"", ""other_dairy""]}"
D3_category_subgroup_mismatch,HIGH,off_ff31e08ed6,Yogur al estilo griego con fresas,"{""category"": ""dairy"", ""subgroup"": ""fruit"", ""allowed_sample"": [""aged_cheese"", ""fresh_cheese"", ""high_protein_dairy"", ""low_fat_dairy"", ""other_dairy""]}"
D3_category_subgroup_mismatch,HIGH,off_43f81df998,Bebida de leche y frutas tropical,"{""category"": ""dairy"", ""subgroup"": ""fruit"", ""allowed_sample"": [""aged_cheese"", ""fresh_cheese"", ""high_protein_dairy"", ""low_fat_dairy"", ""other_dairy""]}"
D3_category_subgroup_mismatch,HIGH,off_164c238c18,Manzana cereza,"{""category"": ""fruits"", ""subgroup"": ""nuts_seeds"", ""allowed_sample"": [""fruit"", ""frutos_bosque"", ""tropical""]}"
D3_category_subgroup_mismatch,HIGH,off_0e8d3f64ee,Melocotón manzana uva,"{""category"": ""fruits"", ""subgroup"": ""nuts_seeds"", ""allowed_sample"": [""fruit"", ""frutos_bosque"", ""tropical""]}"
D3_category_subgroup_mismatch,HIGH,off_c5036795cd,Yogur fruta y verdura,"{""category"": ""dairy"", ""subgroup"": ""fruit"", ""allowed_sample"": [""aged_cheese"", ""fresh_cheese"", ""high_protein_dairy"", ""low_fat_dairy"", ""other_dairy""]}"
D3_category_subgroup_mismatch,HIGH,off_2e8356b510,Dátiles con hueso,"{""category"": ""fruits"", ""subgroup"": ""nuts_seeds"", ""allowed_sample"": [""fruit"", ""frutos_bosque"", ""tropical""]}"
D3_category_subgroup_mismatch,HIGH,off_fdf015dff0,Dátiles deshidratados sin hueso,"{""category"": ""fruits"", ""subgroup"": ""nuts_seeds"", ""allowed_sample"": [""fruit"", ""frutos_bosque"", ""tropical""]}"
D3_category_subgroup_mismatch,HIGH,off_bd5b7779aa,Bebida de soja con extracto de café,"{""category"": ""carbs"", ""subgroup"": ""other_dairy"", ""allowed_sample"": [""fruit"", ""frutos_bosque"", ""grains"", ""legumes"", ""other_carbs""]}"
D3_category_subgroup_mismatch,HIGH,off_1dd22a7565,Bebida de Soja UHT,"{""category"": ""carbs"", ""subgroup"": ""other_dairy"", ""allowed_sample"": [""fruit"", ""frutos_bosque"", ""grains"", ""legumes"", ""other_carbs""]}"
D3_category_subgroup_mismatch,HIGH,off_a539f57588,Salsa fresca trufa,"{""category"": ""other"", ""subgroup"": ""other_dairy"", ""allowed_sample"": [""other""]}"
D3_category_subgroup_mismatch,HIGH,off_900d7cbdf1,Salsa Bolognese,"{""category"": ""other"", ""subgroup"": ""other_dairy"", ""allowed_sample"": [""other""]}"
D3_category_subgroup_mismatch,HIGH,off_6a5797edc1,Salsa fresca-Carbonara,"{""category"": ""other"", ""subgroup"": ""other_dairy"", ""allowed_sample"": [""other""]}"
D3_category_subgroup_mismatch,HIGH,off_20040e386e,Kéfir sabor mango,"{""category"": ""dairy"", ""subgroup"": ""fruit"", ""allowed_sample"": [""aged_cheese"", ""fresh_cheese"", ""high_protein_dairy"", ""low_fat_dairy"", ""other_dairy""]}"
D3_category_subgroup_mismatch,HIGH,off_5e11fa74db,Leche y fruta (sin grasas),"{""category"": ""dairy"", ""subgroup"": ""fruit"", ""allowed_sample"": [""aged_cheese"", ""fresh_cheese"", ""high_protein_dairy"", ""low_fat_dairy"", ""other_dairy""]}"
D3_category_subgroup_mismatch,HIGH,off_806ef7629f,Fruta+Leche Naranja Mango,"{""category"": ""dairy"", ""subgroup"": ""fruit"", ""allowed_sample"": [""aged_cheese"", ""fresh_cheese"", ""high_protein_dairy"", ""low_fat_dairy"", ""other_dairy""]}"
D3_category_subgroup_mismatch,HIGH,off_87e71ae67f,Manzana Pera,"{""category"": ""fruits"", ""subgroup"": ""nuts_seeds"", ""allowed_sample"": [""fruit"", ""frutos_bosque"", ""tropical""]}"
D3_category_subgroup_mismatch,HIGH,off_f451d6f5d6,Zumo Fruta & Leche TROPICAL,"{""category"": ""dairy"", ""subgroup"": ""fruit"", ""allowed_sample"": [""aged_cheese"", ""fresh_cheese"", ""high_protein_dairy"", ""low_fat_dairy"", ""other_dairy""]}"
D3_category_subgroup_mismatch,HIGH,off_36593544a2,Velouté Puerro & Patatas,"{""category"": ""vegetables"", ""subgroup"": ""allium"", ""allowed_sample"": [""fruiting_veg"", ""other_veg"", ""vegetables""]}"
D3_category_subgroup_mismatch,HIGH,off_3b0b9dd285,Velouté con Puerros & patatas,"{""category"": ""vegetables"", ""subgroup"": ""allium"", ""allowed_sample"": [""fruiting_veg"", ""other_veg"", ""vegetables""]}"
D3_category_subgroup_mismatch,HIGH,off_2a0e3e0948,Zumo de frutas tropical + Leche,"{""category"": ""dairy"", ""subgroup"": ""fruit"", ""allowed_sample"": [""aged_cheese"", ""fresh_cheese"", ""high_protein_dairy"", ""low_fat_dairy"", ""other_dairy""]}"
D3_category_subgroup_mismatch,HIGH,off_173ddcb279,Velouté Puerros y patatas,"{""category"": ""vegetables"", ""subgroup"": ""allium"", ""allowed_sample"": [""fruiting_veg"", ""other_veg"", ""vegetables""]}"
D3_category_subgroup_mismatch,HIGH,off_32aca2e344,Bebida de soja - DESCATALOGADO,"{""category"": ""carbs"", ""subgroup"": ""other_dairy"", ""allowed_sample"": [""fruit"", ""frutos_bosque"", ""grains"", ""legumes"", ""other_carbs""]}"
D3_category_subgroup_mismatch,HIGH,off_e181a9c298,Fruta leche mediterraneo,"{""category"": ""dairy"", ""subgroup"": ""fruit"", ""allowed_sample"": [""aged_cheese"", ""fresh_cheese"", ""high_protein_dairy"", ""low_fat_dairy"", ""other_dairy""]}"
D3_category_subgroup_mismatch,HIGH,off_8a9b4adc5d,Fruta y leche mediterráneo kids,"{""category"": ""dairy"", ""subgroup"": ""fruit"", ""allowed_sample"": [""aged_cheese"", ""fresh_cheese"", ""high_protein_dairy"", ""low_fat_dairy"", ""other_dairy""]}"
D3_category_subgroup_mismatch,HIGH,off_d5446fd1ad,"Manzana, pera, fresa, grosella","{""category"": ""fruits"", ""subgroup"": ""nuts_seeds"", ""allowed_sample"": [""fruit"", ""frutos_bosque"", ""tropical""]}"
D3_category_subgroup_mismatch,HIGH,off_6fe811cb9a,Bebida de leche y frutas mediterráneo,"{""category"": ""dairy"", ""subgroup"": ""fruit"", ""allowed_sample"": [""aged_cheese"", ""fresh_cheese"", ""high_protein_dairy"", ""low_fat_dairy"", ""other_dairy""]}"
D3_category_subgroup_mismatch,HIGH,off_a496867f3e,Fruta + leche melocoton albaricoque,"{""category"": ""dairy"", ""subgroup"": ""fruit"", ""allowed_sample"": [""aged_cheese"", ""fresh_cheese"", ""high_protein_dairy"", ""low_fat_dairy"", ""other_dairy""]}"
D3_category_subgroup_mismatch,HIGH,off_cb2365b03b,Fruta + leche tropical,"{""category"": ""dairy"", ""subgroup"": ""fruit"", ""allowed_sample"": [""aged_cheese"", ""fresh_cheese"", ""high_protein_dairy"", ""low_fat_dairy"", ""other_dairy""]}"
D3_category_subgroup_mismatch,HIGH,off_ba97a007dd,Tropical fruta + leche,"{""category"": ""dairy"", ""subgroup"": ""fruit"", ""allowed_sample"": [""aged_cheese"", ""fresh_cheese"", ""high_protein_dairy"", ""low_fat_dairy"", ""other_dairy""]}"
D3_category_subgroup_mismatch,HIGH,off_ab38a0dab7,Manzana kiwi,"{""category"": ""fruits"", ""subgroup"": ""nuts_seeds"", ""allowed_sample"": [""fruit"", ""frutos_bosque"", ""tropical""]}"
D3_category_subgroup_mismatch,HIGH,off_a4d78655a8,Dátiles medjoul,"{""category"": ""fruits"", ""subgroup"": ""nuts_seeds"", ""allowed_sample"": [""fruit"", ""frutos_bosque"", ""tropical""]}"
D3_category_subgroup_mismatch,HIGH,off_1d7050fc49,Edulcorante en comprimidos,"{""category"": ""other"", ""subgroup"": ""other_carbs"", ""allowed_sample"": [""other""]}"
D3_category_subgroup_mismatch,HIGH,off_9709fddad6,SOJA Para cocinar líquida,"{""category"": ""carbs"", ""subgroup"": ""other_dairy"", ""allowed_sample"": [""fruit"", ""frutos_bosque"", ""grains"", ""legumes"", ""other_carbs""]}"
D3_category_subgroup_mismatch,HIGH,off_c751eb5147,Edulcorante de aspartamo y acesulfamo potásico,"{""category"": ""other"", ""subgroup"": ""other_carbs"", ""allowed_sample"": [""other""]}"
D3_category_subgroup_mismatch,HIGH,off_a4703ee325,Edulcorante de mesa con extractos de Stevia*,"{""category"": ""other"", ""subgroup"": ""other_carbs"", ""allowed_sample"": [""other""]}"
D3_category_subgroup_mismatch,HIGH,off_58286bbd3d,Arándanos deshidratados,"{""category"": ""fruits"", ""subgroup"": ""nuts_seeds"", ""allowed_sample"": [""fruit"", ""frutos_bosque"", ""tropical""]}"
D3_category_subgroup_mismatch,HIGH,off_9550a68cd8,Arándanos desecados,"{""category"": ""fruits"", ""subgroup"": ""nuts_seeds"", ""allowed_sample"": [""fruit"", ""frutos_bosque"", ""tropical""]}"
D3_category_subgroup_mismatch,HIGH,off_f41946bbbc,Ensalada queso de cabra,"{""category"": ""dairy"", ""subgroup"": ""cheese"", ""allowed_sample"": [""aged_cheese"", ""fresh_cheese"", ""high_protein_dairy"", ""low_fat_dairy"", ""other_dairy""]}"
D3_category_subgroup_mismatch,HIGH,off_2cc633fd28,Dátil deshuesado,"{""category"": ""fruits"", ""subgroup"": ""nuts_seeds"", ""allowed_sample"": [""fruit"", ""frutos_bosque"", ""tropical""]}"
D3_category_subgroup_mismatch,HIGH,off_9943db0b2a,Reducción bálsamica de vinagre Pedro Ximénez,"{""category"": ""other"", ""subgroup"": ""other_carbs"", ""allowed_sample"": [""other""]}"
D3_category_subgroup_mismatch,HIGH,off_17f0282454,Pasas sultanas,"{""category"": ""fruits"", ""subgroup"": ""nuts_seeds"", ""allowed_sample"": [""fruit"", ""frutos_bosque"", ""tropical""]}"
D3_category_subgroup_mismatch,HIGH,off_ae11a016ea,Yogurt de soja,"{""category"": ""carbs"", ""subgroup"": ""basic_dairy"", ""allowed_sample"": [""fruit"", ""frutos_bosque"", ""grains"", ""legumes"", ""other_carbs""]}"
D3_category_subgroup_mismatch,HIGH,off_53c580cc99,Yogurt natural de soja,"{""category"": ""carbs"", ""subgroup"": ""basic_dairy"", ""allowed_sample"": [""fruit"", ""frutos_bosque"", ""grains"", ""legumes"", ""other_carbs""]}"
D3_category_subgroup_mismatch,HIGH,off_0f844a0c32,Polpa di pomodoro all’arrabiata,"{""category"": ""other"", ""subgroup"": ""vegetables"", ""allowed_sample"": [""other""]}"
D3_category_subgroup_mismatch,HIGH,off_1d4128d916,Cebolla troceada,"{""category"": ""vegetables"", ""subgroup"": ""allium"", ""allowed_sample"": [""fruiting_veg"", ""other_veg"", ""vegetables""]}"
D3_category_subgroup_mismatch,HIGH,off_57694a100a,Corazones de alcachofas cortados,"{""category"": ""vegetables"", ""subgroup"": ""stalk_veg"", ""allowed_sample"": [""fruiting_veg"", ""other_veg"", ""vegetables""]}"
D3_category_subgroup_mismatch,HIGH,off_86a92ae742,Queso en polvo especial pasta,"{""category"": ""dairy"", ""subgroup"": ""cheese"", ""allowed_sample"": [""aged_cheese"", ""fresh_cheese"", ""high_protein_dairy"", ""low_fat_dairy"", ""other_dairy""]}"
D3_category_subgroup_mismatch,HIGH,off_e9e8215274,Gazpacho pack 3 unidades,"{""category"": ""other"", ""subgroup"": ""vegetables"", ""allowed_sample"": [""other""]}"
D3_category_subgroup_mismatch,HIGH,off_b108599cb9,Espinacas en hoja porción,"{""category"": ""vegetables"", ""subgroup"": ""leafy"", ""allowed_sample"": [""fruiting_veg"", ""other_veg"", ""vegetables""]}"
D3_category_subgroup_mismatch,HIGH,off_5833bb5c8c,Remolacha en rodajas,"{""category"": ""vegetables"", ""subgroup"": ""root_veg"", ""allowed_sample"": [""fruiting_veg"", ""other_veg"", ""vegetables""]}"
D3_category_subgroup_mismatch,HIGH,off_5720e38db4,"Smoothie pêche,carottes,pomme,ananas,potiron","{""category"": ""other"", ""subgroup"": ""fruit"", ""allowed_sample"": [""other""]}"
D3_category_subgroup_mismatch,HIGH,off_19fb058b60,Zumo tropical,"{""category"": ""other"", ""subgroup"": ""fruit"", ""allowed_sample"": [""other""]}"
D3_category_subgroup_mismatch,HIGH,off_49812bbb6f,Queso especial pasta,"{""category"": ""dairy"", ""subgroup"": ""cheese"", ""allowed_sample"": [""aged_cheese"", ""fresh_cheese"", ""high_protein_dairy"", ""low_fat_dairy"", ""other_dairy""]}"
D3_category_subgroup_mismatch,HIGH,off_bebc10ea44,100% zumo natural 4 cítricos,"{""category"": ""other"", ""subgroup"": ""fruit"", ""allowed_sample"": [""other""]}"
D3_category_subgroup_mismatch,HIGH,off_4779604f85,Espinaca Hoja en Porciones,"{""category"": ""vegetables"", ""subgroup"": ""leafy"", ""allowed_sample"": [""fruiting_veg"", ""other_veg"", ""vegetables""]}"
D3_category_subgroup_mismatch,HIGH,off_a01fbb7d6f,Trío de Floretes,"{""category"": ""vegetables"", ""subgroup"": ""cruciferous"", ""allowed_sample"": [""fruiting_veg"", ""other_veg"", ""vegetables""]}"
D3_category_subgroup_mismatch,HIGH,off_04af6d775f,Jus de Pomme à base de concentré,"{""category"": ""other"", ""subgroup"": ""fruit"", ""allowed_sample"": [""other""]}"
D3_category_subgroup_mismatch,HIGH,off_10c1e76e19,Gazpacho suave,"{""category"": ""other"", ""subgroup"": ""vegetables"", ""allowed_sample"": [""other""]}"
D3_category_subgroup_mismatch,HIGH,off_26a50c4ab1,Alcachofa troceada,"{""category"": ""vegetables"", ""subgroup"": ""stalk_veg"", ""allowed_sample"": [""fruiting_veg"", ""other_veg"", ""vegetables""]}"
D3_category_subgroup_mismatch,HIGH,off_cc1f1c1cbd,Corazones de alcachofa congelados,"{""category"": ""vegetables"", ""subgroup"": ""stalk_veg"", ""allowed_sample"": [""fruiting_veg"", ""other_veg"", ""vegetables""]}"
D3_category_subgroup_mismatch,HIGH,off_74d0696bd0,Batido con yogur y avena,"{""category"": ""dairy"", ""subgroup"": ""basic_dairy"", ""allowed_sample"": [""aged_cheese"", ""fresh_cheese"", ""high_protein_dairy"", ""low_fat_dairy"", ""other_dairy""]}"
D3_category_subgroup_mismatch,HIGH,off_18f7349d07,Yogurth de soja y melocotón,"{""category"": ""carbs"", ""subgroup"": ""other_dairy"", ""allowed_sample"": [""fruit"", ""frutos_bosque"", ""grains"", ""legumes"", ""other_carbs""]}"
D3_category_subgroup_mismatch,HIGH,off_55cd5ec65e,"Mezcla de brotes de judía, bambú, col, castañas y zanahoria","{""category"": ""vegetables"", ""subgroup"": ""root_veg"", ""allowed_sample"": [""fruiting_veg"", ""other_veg"", ""vegetables""]}"
D3_category_subgroup_mismatch,HIGH,off_69a32aa4e7,Bebida de Soja Vainilla,"{""category"": ""carbs"", ""subgroup"": ""other_dairy"", ""allowed_sample"": [""fruit"", ""frutos_bosque"", ""grains"", ""legumes"", ""other_carbs""]}"
D3_category_subgroup_mismatch,HIGH,off_42ee44f5ea,SOJA à la VANILLE,"{""category"": ""carbs"", ""subgroup"": ""other_dairy"", ""allowed_sample"": [""fruit"", ""frutos_bosque"", ""grains"", ""legumes"", ""other_carbs""]}"
D3_category_subgroup_mismatch,HIGH,off_adf029a9ee,Bebida de soja con calcio,"{""category"": ""carbs"", ""subgroup"": ""other_dairy"", ""allowed_sample"": [""fruit"", ""frutos_bosque"", ""grains"", ""legumes"", ""other_carbs""]}"
D3_category_subgroup_mismatch,HIGH,off_9fe6f62d80,Bebida de soja sabor vainilla,"{""category"": ""carbs"", ""subgroup"": ""other_dairy"", ""allowed_sample"": [""fruit"", ""frutos_bosque"", ""grains"", ""legumes"", ""other_carbs""]}"
D3_category_subgroup_mismatch,HIGH,off_e86b288236,Salsa de quesos,"{""category"": ""other"", ""subgroup"": ""other_dairy"", ""allowed_sample"": [""other""]}"
D3_category_subgroup_mismatch,HIGH,off_4264d7c1ec,Aderezo de mango y albahaca,"{""category"": ""other"", ""subgroup"": ""fruit"", ""allowed_sample"": [""other""]}"
D3_category_subgroup_mismatch,HIGH,off_7068521f28,Bebida de zumo de frutas y zanahoria,"{""category"": ""vegetables"", ""subgroup"": ""root_veg"", ""allowed_sample"": [""fruiting_veg"", ""other_veg"", ""vegetables""]}"
D3_category_subgroup_mismatch,HIGH,off_781e80b3f4,Salsa de mango para dipear,"{""category"": ""other"", ""subgroup"": ""fruit"", ""allowed_sample"": [""other""]}"
D3_category_subgroup_mismatch,HIGH,off_c22f37304b,Bebida de soja con cacao - DESCATALOGADO,"{""category"": ""carbs"", ""subgroup"": ""other_dairy"", ""allowed_sample"": [""fruit"", ""frutos_bosque"", ""grains"", ""legumes"", ""other_carbs""]}"
D3_category_subgroup_mismatch,HIGH,off_099a2522b4,Bebida soja calcio,"{""category"": ""carbs"", ""subgroup"": ""other_dairy"", ""allowed_sample"": [""fruit"", ""frutos_bosque"", ""grains"", ""legumes"", ""other_carbs""]}"
D3_category_subgroup_mismatch,HIGH,off_0a5c592bab,Bebida de soja - Pack de 3,"{""category"": ""carbs"", ""subgroup"": ""other_dairy"", ""allowed_sample"": [""fruit"", ""frutos_bosque"", ""grains"", ""legumes"", ""other_carbs""]}"
D3_category_subgroup_mismatch,HIGH,off_a5ebb00a68,Bebida de soja calcio,"{""category"": ""carbs"", ""subgroup"": ""other_dairy"", ""allowed_sample"": [""fruit"", ""frutos_bosque"", ""grains"", ""legumes"", ""other_carbs""]}"
D3_category_subgroup_mismatch,HIGH,off_1a134b6954,Soja Para cocinar,"{""category"": ""carbs"", ""subgroup"": ""other_dairy"", ""allowed_sample"": [""fruit"", ""frutos_bosque"", ""grains"", ""legumes"", ""other_carbs""]}"
D3_category_subgroup_mismatch,HIGH,off_e7c2314bb3,Albóndigas en salsa,"{""category"": ""other"", ""subgroup"": ""other_dairy"", ""allowed_sample"": [""other""]}"
D3_category_subgroup_mismatch,HIGH,off_dbeed30b33,Tortelloni tomate y mozzarella,"{""category"": ""carbs"", ""subgroup"": ""other_dairy"", ""allowed_sample"": [""fruit"", ""frutos_bosque"", ""grains"", ""legumes"", ""other_carbs""]}"
D3_category_subgroup_mismatch,HIGH,off_1bec267e34,Queso para Ensalada,"{""category"": ""dairy"", ""subgroup"": ""cheese"", ""allowed_sample"": [""aged_cheese"", ""fresh_cheese"", ""high_protein_dairy"", ""low_fat_dairy"", ""other_dairy""]}"
D3_category_subgroup_mismatch,HIGH,off_d5e77146f6,Trozos de potón en salsa americana,"{""category"": ""other"", ""subgroup"": ""other_dairy"", ""allowed_sample"": [""other""]}"
D3_category_subgroup_mismatch,HIGH,off_f905bf04bc,Zamburiñas en salsa de vieira,"{""category"": ""other"", ""subgroup"": ""other_dairy"", ""allowed_sample"": [""other""]}"
D3_category_subgroup_mismatch,HIGH,off_dc989e9582,Postre Soja Natural,"{""category"": ""carbs"", ""subgroup"": ""other_dairy"", ""allowed_sample"": [""fruit"", ""frutos_bosque"", ""grains"", ""legumes"", ""other_carbs""]}"
D3_category_subgroup_mismatch,HIGH,off_2b97e12d9a,Postre de soja natural,"{""category"": ""carbs"", ""subgroup"": ""other_dairy"", ""allowed_sample"": [""fruit"", ""frutos_bosque"", ""grains"", ""legumes"", ""other_carbs""]}"
D3_category_subgroup_mismatch,HIGH,off_3e3ef6dfd8,Biactive con soja natural,"{""category"": ""carbs"", ""subgroup"": ""other_dairy"", ""allowed_sample"": [""fruit"", ""frutos_bosque"", ""grains"", ""legumes"", ""other_carbs""]}"
D3_category_subgroup_mismatch,HIGH,off_7f3e7dd088,Bebida soja classic,"{""category"": ""carbs"", ""subgroup"": ""other_dairy"", ""allowed_sample"": [""fruit"", ""frutos_bosque"", ""grains"", ""legumes"", ""other_carbs""]}"
D3_category_subgroup_mismatch,HIGH,off_41213b2009,Salsa Bolognesa,"{""category"": ""other"", ""subgroup"": ""other_dairy"", ""allowed_sample"": [""other""]}"
D3_category_subgroup_mismatch,HIGH,off_6c03fb39cd,Bifidus con melocotón,"{""category"": ""carbs"", ""subgroup"": ""other_dairy"", ""allowed_sample"": [""fruit"", ""frutos_bosque"", ""grains"", ""legumes"", ""other_carbs""]}"
D3_category_subgroup_mismatch,HIGH,off_ca29344e82,Soja Bio,"{""category"": ""carbs"", ""subgroup"": ""other_dairy"", ""allowed_sample"": [""fruit"", ""frutos_bosque"", ""grains"", ""legumes"", ""other_carbs""]}"
D3_category_subgroup_mismatch,HIGH,off_200a309664,Salsa de mostaza ecológica &quot;Carrefour Bio&quot; A la antigua,"{""category"": ""other"", ""subgroup"": ""other_dairy"", ""allowed_sample"": [""other""]}"
D3_category_subgroup_mismatch,HIGH,off_74175ddb4d,SOJA Nature,"{""category"": ""carbs"", ""subgroup"": ""other_dairy"", ""allowed_sample"": [""fruit"", ""frutos_bosque"", ""grains"", ""legumes"", ""other_carbs""]}"
D3_category_subgroup_mismatch,HIGH,off_b602ea0616,Bebida soja enriquecida calcio,"{""category"": ""carbs"", ""subgroup"": ""other_dairy"", ""allowed_sample"": [""fruit"", ""frutos_bosque"", ""grains"", ""legumes"", ""other_carbs""]}"
D3_category_subgroup_mismatch,HIGH,off_b8b652763c,Salsa de mostaza &quot;Carrefour&quot;,"{""category"": ""other"", ""subgroup"": ""other_dairy"", ""allowed_sample"": [""other""]}"
D3_category_subgroup_mismatch,HIGH,off_6bb6083994,Salsa de mostaza,"{""category"": ""other"", ""subgroup"": ""other_dairy"", ""allowed_sample"": [""other""]}"
D3_category_subgroup_mismatch,HIGH,off_6ed7f829c5,Salsa fresca queso,"{""category"": ""dairy"", ""subgroup"": ""cheese"", ""allowed_sample"": [""aged_cheese"", ""fresh_cheese"", ""high_protein_dairy"", ""low_fat_dairy"", ""other_dairy""]}"
D3_category_subgroup_mismatch,HIGH,off_35ff35fe05,Mostaza a la antigua,"{""category"": ""other"", ""subgroup"": ""other_dairy"", ""allowed_sample"": [""other""]}"
D3_category_subgroup_mismatch,HIGH,off_b3f6cb0a2a,Mostaza de dijon,"{""category"": ""other"", ""subgroup"": ""other_dairy"", ""allowed_sample"": [""other""]}"
D3_category_subgroup_mismatch,HIGH,off_d4363a5de6,Albóndigas con salsa de tomate,"{""category"": ""carbs"", ""subgroup"": ""other_dairy"", ""allowed_sample"": [""fruit"", ""frutos_bosque"", ""grains"", ""legumes"", ""other_carbs""]}"
D3_category_subgroup_mismatch,HIGH,off_4342a4b78c,Tomates secos con aceite,"{""category"": ""fat"", ""subgroup"": ""other_dairy"", ""allowed_sample"": [""avocado"", ""butter_margarine"", ""nuts_seeds"", ""olive_oil"", ""other_fat""]}"
D3_category_subgroup_mismatch,HIGH,off_fc2dfc1fcf,Salsa Quesos,"{""category"": ""other"", ""subgroup"": ""other_dairy"", ""allowed_sample"": [""other""]}"
D3_category_subgroup_mismatch,HIGH,off_a4d230f987,Soja,"{""category"": ""carbs"", ""subgroup"": ""other_dairy"", ""allowed_sample"": [""fruit"", ""frutos_bosque"", ""grains"", ""legumes"", ""other_carbs""]}"
D3_category_subgroup_mismatch,HIGH,off_ec132ca176,Mejillones en salsa marinera con tomate 14-18,"{""category"": ""carbs"", ""subgroup"": ""other_dairy"", ""allowed_sample"": [""fruit"", ""frutos_bosque"", ""grains"", ""legumes"", ""other_carbs""]}"
D3_category_subgroup_mismatch,HIGH,off_fc294edbb1,Guisantes muy tiernos ultracongelados,"{""category"": ""other"", ""subgroup"": ""vegetables"", ""allowed_sample"": [""other""]}"
D3_category_subgroup_mismatch,HIGH,off_0c129517f1,Ganxet,"{""category"": ""other"", ""subgroup"": ""vegetables"", ""allowed_sample"": [""other""]}"
D3_category_subgroup_mismatch,HIGH,off_5580107290,Menestra,"{""category"": ""other"", ""subgroup"": ""vegetables"", ""allowed_sample"": [""other""]}"
D3_category_subgroup_mismatch,HIGH,off_1f1048ef8a,Gaspacho suave,"{""category"": ""other"", ""subgroup"": ""vegetables"", ""allowed_sample"": [""other""]}"
D3_category_subgroup_mismatch,HIGH,off_df1620dd2b,Salmorejo fresco,"{""category"": ""other"", ""subgroup"": ""vegetables"", ""allowed_sample"": [""other""]}"
D3_category_subgroup_mismatch,HIGH,off_2c9c185117,Salmorejo Tradicional,"{""category"": ""other"", ""subgroup"": ""vegetables"", ""allowed_sample"": [""other""]}"
D3_category_subgroup_mismatch,HIGH,off_31e8fef4c5,Habas finas,"{""category"": ""other"", ""subgroup"": ""vegetables"", ""allowed_sample"": [""other""]}"
D3_category_subgroup_mismatch,HIGH,off_190be70e10,Albahaca y orégano,"{""category"": ""other"", ""subgroup"": ""vegetables"", ""allowed_sample"": [""other""]}"
D3_category_subgroup_mismatch,HIGH,off_f1574c12b6,Aceitunas rellenas de pimiento,"{""category"": ""carbs"", ""subgroup"": ""vegetables"", ""allowed_sample"": [""fruit"", ""frutos_bosque"", ""grains"", ""legumes"", ""other_carbs""]}"
D3_category_subgroup_mismatch,HIGH,off_00bead7605,guisantes extrafinos,"{""category"": ""other"", ""subgroup"": ""vegetables"", ""allowed_sample"": [""other""]}"
D3_category_subgroup_mismatch,HIGH,off_6a7a57f4e2,Col lombarda,"{""category"": ""vegetables"", ""subgroup"": ""cruciferous"", ""allowed_sample"": [""fruiting_veg"", ""other_veg"", ""vegetables""]}"
D3_category_subgroup_mismatch,HIGH,off_78bafbc235,Ensalada primavera,"{""category"": ""other"", ""subgroup"": ""vegetables"", ""allowed_sample"": [""other""]}"
D3_category_subgroup_mismatch,HIGH,off_ded2017304,Tumaca ajo,"{""category"": ""vegetables"", ""subgroup"": ""allium"", ""allowed_sample"": [""fruiting_veg"", ""other_veg"", ""vegetables""]}"
D3_category_subgroup_mismatch,HIGH,off_61b09ba2b8,Concombres,"{""category"": ""other"", ""subgroup"": ""vegetables"", ""allowed_sample"": [""other""]}"
D3_category_subgroup_mismatch,HIGH,off_dfab79280a,Ensalada de wakame,"{""category"": ""other"", ""subgroup"": ""vegetables"", ""allowed_sample"": [""other""]}"
D3_category_subgroup_mismatch,HIGH,off_936546aeb6,Corazones de alcachofa,"{""category"": ""other"", ""subgroup"": ""vegetables"", ""allowed_sample"": [""other""]}"
D3_category_subgroup_mismatch,HIGH,off_90df7c71f5,Gazpacho fresco,"{""category"": ""other"", ""subgroup"": ""vegetables"", ""allowed_sample"": [""other""]}"
D3_category_subgroup_mismatch,HIGH,off_d1e1bee2a0,Maíz,"{""category"": ""carbs"", ""subgroup"": ""vegetables"", ""allowed_sample"": [""fruit"", ""frutos_bosque"", ""grains"", ""legumes"", ""other_carbs""]}"
