id,name,category,subgroup_before,subgroup_after,changed,confidence,reason
bedca_0886,"Vieja, cruda",protein,,fish,True,95,Pescado blanco típico canario
bedca_0887,"Trucha, ahumada",other,,other,True,55,Pescado procesado sin opción adecuada
bedca_0888,"Trigo, entero, crudo",carbs,,grains,True,95,"Cereal entero, fuente de carbohidratos"
bedca_0889,"Tomate, maduro, puré",carbs,,vegetables,True,95,"Derivado de tomate, hortaliza"
bedca_0890,"Salsa siciliana, picante",other,,other,True,55,"Sasa elaborada, sin opción clara"
bedca_0892,Mermelada de albaricoque,carbs,,sweets_bakery,True,85,"Alto azúcar, clasificación como dulce"
bedca_0893,Crema de coco,other,,other,True,55,Producto graso vegetal sin encaje claro
bedca_0897,"Lengua, de buey, cruda",protein,,meat,True,95,"Carne de buey, víscera"
bedca_0905,Paté de pimienta,dairy,,other_dairy,True,70,"Paté no es lácteo real, pero categorizado así"
bedca_0910,"Petit suïsse, cereales y fruta",other,,other,True,55,Lácteo modificado sin opción adecuada
bedca_0912,Néctar de pomelo,carbs,,fruit,True,90,"Zumo de pomelo, derivado de fruta"
bedca_0916,Néctar de ciruela,other,,fruit,True,90,Néctar derivado de ciruela
bedca_0917,Néctar de albaricoque,other,,fruit,True,90,Néctar derivado de albaricoque
bedca_0919,"Perca, cruda",protein,,fish,True,95,Pescado de agua dulce
bedca_0922,"Café, en polvo, sin reconstituir",protein,,other_protein,True,75,"Bebida estimulante, no proteína convencional"
bedca_0923,"Néctar de maracuyá, envasado",other,,fruit,True,90,"Néctar de maracuyá, fruta tropical"
bedca_0924,Zumo de grosella roja,other,,fruit,True,90,"Zumo de grosella, fruta"
bedca_0925,"Zumo de lima, envasado",other,,fruit,True,90,"Zumo de lima, cítrico"
bedca_0931,"Néctar de frutas exóticas, envasado",other,,fruit,True,90,Néctar de frutas variadas
bedca_0932,"Zumo de pomelo, envasado",carbs,,fruit,True,90,"Zumo de pomelo, derivado frutal"
bedca_0934,Zumo de piña y uva,carbs,,fruit,True,85,"Zumo de frutas, alto en carbohidratos simples"
bedca_0937,"Castaña,  asada",other,,other,True,75,"Fruto seco con macros atípicas, no encaja bien"
bedca_0938,"Café, descafeinado, en polvo, soluble",carbs,,other_carbs,True,80,"Bebida sin calorías reales, no es cereal"
bedca_0943,"Alioli, aceite s/e",fat,,other_fat,True,90,"Salsa alta en grasa, no es aceite puro"
bedca_0946,"Batido lácteo, s/e",dairy,,whole_dairy,True,75,"Lácteo con grasa moderada, sin azúcar añadido"
bedca_0947,Mermelada de mora,carbs,,sweets_bakery,True,90,"Alto azúcar añadido, se clasifica como dulce"
bedca_0948,Mermelada de grosella roja,carbs,,sweets_bakery,True,90,"Alto azúcar añadido, se clasifica como dulce"
bedca_0962,"Gallina, entera, cruda",protein,,meat,True,95,"Ave entera cruda, claramente carne"
bedca_0963,"Zumo de limón, fresco",other,,fruit,True,95,Zumo de cítrico fresco natural
bedca_0966,"Petit líquido, sabor fresa",carbs,,sweets_bakery,True,70,Postre lácteo azucarado saborizado
off_0552fa7364,3 vegetales,other,other,other,False,55,"Nombre genérico, contenido impreciso"
off_0f844a0c32,Polpa di pomodoro all’arrabiata,other,other,vegetables,True,80,"Salsa de tomato picante, base vegetal"
off_27fd346443,Zumo Recién Exprimido,other,other,fruit,True,75,"Zumo exprimido, probablemente de fruta"
off_d6ed37d705,Salteado de espinacas y gambas,other,other,other,False,55,"Plato mixto, no es solo verdura"
off_eebe9347a8,Avoine Bio,other,other,other,False,50,Avena sin opciones de cereal disponibles
off_558354207e,Exótico,other,other,other,False,40,"Nombre vago, imposible clasificar"
off_e9e8215274,Gazpacho pack 3 unidades,other,other,vegetables,True,90,"Gazpacho tradicional, base de hortalizas"
off_5720e38db4,"Smoothie pêche,carottes,pomme,ananas,potiron",other,other,fruit,True,80,Smoothie de frutas con algo de verdura
off_028aace54c,Banderillas picantes en vinagre,other,other,vegetables,True,75,Encurtido de verduras con aceite
off_acbee15c5a,Biactive desnatado natural,other,other,other,False,55,Lácteo sin opciones adecuadas disponibles
off_190fdf36c7,Lait écrémé UHT 0.1% de matière grasse,other,other,other,False,55,Leche desnatada sin opciones de lácteo
off_19fb058b60,Zumo tropical,other,other,fruit,True,90,Zumo de frutas tropicales
off_3776bff574,"Salteado Ajetes, gambas y espárragos verdes",other,other,other,False,55,Plato mixto con verdura y marisco
off_bebc10ea44,100% zumo natural 4 cítricos,other,other,fruit,True,95,Zumo natural de cítricos 100%
off_04af6d775f,Jus de Pomme à base de concentré,other,other,fruit,True,90,Jugo de manzana de concentrado
off_10c1e76e19,Gazpacho suave,other,other,vegetables,True,82,Sopa fría de hortalizas típica española
off_511f8362e8,Aceituna negras s/h,fat,other,other_fat,True,88,"Fruto oleaginoso, no es aceite puro"
off_11b7c5a0a2,Aceitunas verdes rellenas de jalapeño,other,other,other,False,55,"Aceituna rellena, no encaja bien"
off_df6d0b79fe,Cóctel aceitunas con pepinillos y cebollitas,other,other,other,False,55,Mezcla de encurtidos variados
off_fc294edbb1,Guisantes muy tiernos ultracongelados,other,other,vegetables,True,92,Legumbre fresca consumida como verdura
off_0c129517f1,Ganxet,other,other,vegetables,True,80,"Judía verde plana, se usa como verdura"
off_67c63ebe7c,Aceitunas rellenas de anchoa,other,other,other,False,55,"Aceituna rellena, no encaja claro"
off_740ba944bc,Cóctel de aceitunas verdes sin hueso y variantes,other,other,other,False,55,"Aceitunas sin hueso, no encaja claro"
off_5580107290,Menestra,other,other,vegetables,True,85,Mezcla de verduras variadas
off_af1acea90e,Salsa setas,other,other,vegetables,True,72,Salsa base de setas
off_9faa683792,Salsa de Setas 180g,other,other,vegetables,True,72,Salsa elaborada con setas
off_76641d4023,Aceituna verde gazpacha,fat,other,other_fat,True,88,"Aceituna entera, grasa no aceitera"
off_3d16bc20c9,Salsa fresca setas,other,other,vegetables,True,72,Salsa de setas frescas
off_68128aeb58,Aceitunas suaves rellenas anchoa,other,other,other,False,55,"Aceituna rellena, no encaja claro"
off_cbc829106a,Aceituna rellena de anchoa,fat,other,other_fat,True,88,"Aceituna, grasa no aceitera"
off_1f1048ef8a,Gaspacho suave,other,other,vegetables,True,82,Sopa fría de hortalizas
off_7d4db8e77e,Green Pitted Olives,other,other,other,False,55,"Aceitunas verdes, sin encajar claro"
off_00228074b1,Cream Cheese Classic,other,other,other,False,55,Queso crema sin grupo lácteo
off_e2b262e772,Aceitunas verdes gordal sin hueso,other,other,other,False,55,"Aceituna gordal, no encaja claro"
off_e307c5e6cf,Aceitunas Rodajas,other,other,other,False,55,"Aceitunas rodajas, sin encajar claro"
off_df1620dd2b,Salmorejo fresco,other,other,vegetables,True,80,Crema fría de tomate y verduras
off_4d6a4d1dc9,Cebolla frita,carbs,other,vegetables,True,68,"Cebolla frita, verdura cocinada"
off_b95a30c5be,Aceitunas manzanilla sin hueso,other,other,other,False,55,"Aceitunas manzanilla, sin encajar"
off_14c2b2af2e,Caffé latte +proteinas,other,other,other,False,50,Bebida láctea proteica sin grupo
off_2c9c185117,Salmorejo Tradicional,other,other,vegetables,True,80,Crema fría de tomate típica
off_6f2da2eb68,Gambas Salvajes*,other,other,other,False,55,Marisco sin categoría adecuada en opciones
off_908b23dca5,Proteindrink,other,other,other,False,55,Bebida proteica sin categoría válida
off_31e8fef4c5,Habas finas,other,other,vegetables,True,92,Leguminosa verde consumida como verdura
off_c3f5292435,Salmorejo natural,other,other,vegetables,True,75,"Sopa fría de tomate, base vegetal"
off_230c6514a4,Ensaladilla congelada,other,other,other,False,55,Plato elaborado sin categoría válida
off_361fa6adbc,Bidifus con trozos,other,other,other,False,55,Lácteo fermentado sin categoría válida
off_d5c0daa51c,L. Casei Natural,other,other,other,False,55,Lácteo probiótico sin categoría válida
off_190be70e10,Albahaca y orégano,other,other,vegetables,True,85,Hierbas aromáticas clasificadas como verduras
off_f1574c12b6,Aceitunas rellenas de pimiento,carbs,other,vegetables,True,90,"Fruto del olivo, verdura en dieta española"
off_00bead7605,guisantes extrafinos,other,other,vegetables,True,95,Leguminosa verde consumida como verdura
off_78bafbc235,Ensalada primavera,other,other,vegetables,True,98,Mezcla de hortalizas frescas
off_223c7c345f,Salsa / Molho,other,other,other,False,55,Salsa genérica sin categoría válida
off_d1041f49d0,Cafe latte espresso,other,other,other,False,55,"Bebida con café y leche, sin categoría"
off_61b09ba2b8,Concombres,other,other,vegetables,True,99,"Hortaliza clásica, alto agua, bajo kcal"
off_ffc1f62b9f,Crema de setas,other,other,vegetables,True,72,Crema con base de setas
off_102cc97524,Gambas SALVAJES,other,other,other,False,55,Marisco sin categoría adecuada en opciones
off_897027ddc0,L casei,other,other,other,False,55,Lácteo fermentado sin categoría válida
off_dfab79280a,Ensalada de wakame,other,other,vegetables,True,80,"Alga marina, tipo verdura"
off_936546aeb6,Corazones de alcachofa,other,other,vegetables,True,98,Parte comestible de la alcachofa
off_a8613e52a9,Salmorejo,other,other,vegetables,True,75,"Sopa fría de tomate, base vegetal"
off_90df7c71f5,Gazpacho fresco,other,other,vegetables,True,85,Sopa fría de hortalizas
off_5af92f0f27,Cocktail,other,other,other,False,50,"Nombre ambiguo, macros parecen aceitunas"
off_7dda9f9da2,Soja Frutos Silvestres,carbs,other,other_carbs,True,72,Bebida de soja dulce con otros carbohidratos
off_d1e1bee2a0,Maíz,carbs,other,vegetables,True,80,Maíz tierno consumido como verdura
off_7a102a1ae0,Bifidus avec Muesli et fibres,other,other,other_carbs,True,65,"Yogur con cereales, mezcla de categorías"
off_6e432d758f,Aceitunas gordales con guindilla extra en vinagre,other,other,other,False,55,"Aceituna aderezada, no encaja como verdura fresca"
off_0177eadb6f,Relleno Fajita,other,other,other,False,50,"Mezcla procesada, composición incierta"
off_a6c8d5b054,Fritada pisto,other,other,vegetables,True,85,Pisto es base de hortalizas cocinadas
off_cbdd87be3c,Guisantes finos,other,other,vegetables,True,95,"Guisantes son legumbre verde, tipo hortaliza"
off_d6e5c2992e,Aceituna gordal con guindilla,fat,other,other_fat,True,75,"Aceituna es grasa, pero no está en opciones claras"
off_3c0a5eee05,Guisantes extrafinos al natural,other,other,vegetables,True,95,"Guisantes frescos, hortaliza clásica"
off_72c31ca7a8,Noodles Sabor Gambas,other,other,other_carbs,True,78,Noodle es carbohidrato procesado
off_cae259f986,Salmorejo 100% natural,other,other,other,False,55,"Salsa con tomate y aceite, no es verdura"
off_d7e98b4793,Fritada,other,other,vegetables,True,82,Fritada de hortalizas típica española
off_ea099837a5,Habas baby,other,other,vegetables,True,90,Habas baby son hortaliza verde tierna
off_4238444936,Noodles sabor curry,other,other,other_carbs,True,78,Noodle es carbohidrato procesado
off_4ab4188cca,Noodles Sabor Hortalizas,other,other,other_carbs,True,78,Noodle es carbohidrato procesado
off_43504095e6,Berberechos Al Natural,other,other,other,False,50,Marisco sin opción adecuada disponible
off_9b9f9a4765,Habitas muy tiernas,other,other,vegetables,True,88,Habitas tiernas son hortaliza verde
off_ea9fb60e8b,Salsa de soja sin gluten,carbs,other,other_carbs,True,55,"Condimento salado, sin opción clara"
off_8ffa04d298,Habas babys ultracongeladod,other,other,vegetables,True,90,"Habas baby congeladas, hortaliza verde"
off_171e83e863,Aceitunas con Variantes,other,other,other,False,55,Aceitunas aderezadas sin opción grasa
off_53dc5c3bc3,Salsa piamontesa,other,other,other,False,55,"Salsa mixta, no encaja en opciones"
off_815e4acc14,Maíz dulce ecológico,carbs,other,vegetables,True,80,Maíz dulce se consume como hortaliza
off_3f8a900301,Salsa de tomate al Barolo,carbs,other,other_carbs,True,55,Salsa de tomate sin opción clara
off_dfb1a0937f,Verdura para paella,other,other,vegetables,True,92,Mezcla de verduras para paella
off_1cf02fecee,Salteado campestre,other,other,vegetables,True,85,Salteado de hortalizas variadas
off_424f6a31fc,"Salteado a la Vasca Tomates, pimientos, cebollas y aceitunas verdes.",other,other,vegetables,True,85,"Salteado de tomate, pimiento y cebolla"
off_ea8b3db6b4,Salteado estilo oriental,other,other,vegetables,True,82,Salteado oriental de hortalizas
off_67461bcb55,Escalivada,other,other,vegetables,True,90,Escalivada es hortaliza asada clásica
off_0ca8fd46be,Salsa de tomate troceado al estilo concassé,carbs,other,vegetables,True,72,"Base de tomate, se clasifica como hortaliza"
off_5c7b855691,Aceitunas gordales con pepinillo,other,other,other,False,55,"Mezcla de aceituna y pepinillo, no encaja"
off_a63cfc740d,Aceitunas gordales con pepinillos en vinagre,other,other,other,False,55,"Mezcla en vinagre, sin subgroup claro"
off_3c30f296e6,Salsa con setas,other,other,vegetables,True,68,"Salsa base setas, hortaliza procesada"
off_fbe11e6ee4,Aceitunas negras en rodajas,other,other,other,False,55,"Alto en grasa, no encaja bien aquí"
off_7be91b632e,Aceitunas partidas aliñadas estilo chupadedos,other,other,other,False,55,"Alto en grasa, sin encaje claro"
off_fb39fd0a8b,Aceituna negra con hueso,fat,other,other_fat,True,65,"Fruto graso, no es aceite puro"
off_b568fc4c03,Aceitunas verdes SIN HUESO,other,other,other,False,55,"Alto en grasa, no encaja en opciones"
off_03dd4ec988,Aceitunas r/anchoa,other,other,other,False,55,"Aceituna con anchoa, sin subgroup claro"
off_d5cb5a2a4b,Aceituna rellena anchoa baja en sal -25%,fat,other,other_fat,True,65,"Fruto graso, no es aceite puro"
off_140107980c,Tomate seco,carbs,other,vegetables,True,78,"Tomate deshidratado, hortaliza conservada"
off_286daedebf,Coconut Milk Light Vitasia,other,other,other,False,50,"Bebida vegetal grasa, sin encaje claro"
off_d527d22688,Aceituna relleno pimiento,fat,other,other_fat,True,65,"Aceituna rellena, fruto graso"
off_42c835e945,Crema soja,carbs,other,other_carbs,True,60,"Salsa vegetal procesada, sin encaje exacto"
off_043724fc71,Aceitunas sin hueso manzanilla,other,other,other,False,55,"Muy grasa, no encaja en opciones"
off_c110c1be15,Aceitunas manzanilla con hueso sabor anchoa,other,other,other,False,55,"Alto en grasa, sin subgroup claro"
off_5f1cc7b5cc,Aceitunas rellenas de limón,other,other,other,False,55,"Relleno modifica perfil, sin encaje"
off_ab8967c74f,Aceitunas rellenas de anchoa suaves,other,other,other,False,55,"Aceituna rellena, sin encaje claro"
off_e0f099006f,Aceitunas negras sin hueso,other,other,other,False,55,"Alto en grasa, sin encaje evidente"
off_6e10e13449,Sin hueso Aceitunas verdes manzanilla,other,other,other,False,55,"Alto en grasa, opciones no adecuadas"
off_d8892714e8,Aceitunas con sabor anchoa,other,other,other,False,55,"Aceituna saborizada, sin encaje claro"
off_bb55a80be4,Olives vertes dénoyautées,other,other,other,False,55,"Aceitunas, opciones no contemplan grasas"
off_3ea6615611,Aceitunas verdes ENTERAS,other,other,other,False,55,"Alto en grasa, sin encaje en opciones"
off_88b92e2302,Vitalcol,other,other,other,False,40,Nombre genérico sin identificar claramente
off_0910260778,Aceitunas verdes rellenas de anchoa,other,other,other,False,55,"Relleno de anchoa, sin encaje claro"
off_98d04c1207,Aceitunas negras,other,other,other,False,55,"Grasa alta, no encaja bien en opciones"
off_813175da11,Olives avec noyau,other,other,other,False,55,"Aceituna, alta en grasa, sin opción adecuada"
off_898ebe5529,Aceitunas sin hueso cacereñas,other,other,other,False,55,"Aceituna, alta en grasa, sin opción adecuada"
off_7a0b2a50bc,Aceitunas con hueso,other,other,other,False,55,"Aceituna, alta en grasa, sin opción adecuada"
off_c53f3fe841,Aceitunas rellenas anchoa,other,other,other,False,55,"Aceituna rellena, alta en grasa"
off_b1cfea4a8d,Aceituna rellena d anchoa,fat,other,other_fat,True,75,"Aceituna, grasa predominante, no es aceite"
off_e208270ed9,Ensalada americana,other,other,other,False,55,"Plato mixto, no encaja en opciones"
off_12888c5772,Alcachofas,other,other,vegetables,True,95,Hortaliza clásica española
off_695308375e,Aceitunas verdes,other,other,other,False,55,"Aceituna verde, alta en grasa"
off_d9225fa067,Aceitunas verdes rellenas de pimiento asado,carbs,other,other_carbs,True,55,"Aceituna, sin opción grasa válida"
off_5952c52c9e,Aceitunas manzanilla rellenas de jalapeño,other,other,other,False,55,"Aceituna rellena, alta en grasa"
off_d1c789ee0f,Aceitunas verdes rellenas de anchoa suaves,other,other,other,False,55,"Aceituna rellena, alta en grasa"
off_79e0ac0865,Bebida de almendras,other,other,other,False,50,"Bebida vegetal, sin opción adecuada"
off_ad95a8da08,Aceitunas verdes enteras &quot;Dia&quot; Variedad Manzanilla,other,other,other,False,55,"Aceituna verde, alta en grasa"
off_bd3ae99a3c,Preparado Culinario Uht A Base De Grasa Vegetal (18% Materia Grasa),other,other,other,False,50,"Ultra procesado graso, sin categoría clara"
off_709d676772,Aceitunas verdes deshuesadas,other,other,other,False,55,"Aceituna verde, alta en grasa"
off_821afc5b9d,Hoss Avocado,other,other,other,False,55,"Aguacate, alta grasa, sin opción válida"
off_9e15915313,Margarina tres cuartos,other,other,other,False,50,"Margarina, sin opción grasa disponible"
off_6a76186172,Aceitunas negras con hueso,other,other,other,False,55,"Aceituna negra, alta en grasa"
off_67a652e7af,"Aceitunas verdes rellenas de anchoa, reducida en sal",other,other,other,False,55,"Aceituna rellena, alta en grasa"
off_712e9c4490,Aceitunas Partidas Aliñadas Estilo Casero,other,other,other,False,55,"Aceituna aliñada, alta en grasa"
off_749e24fad2,Aceitunas verdes partidas aliñadas a la gazpacha &quot;Dia&quot; Variedad Manzanilla,other,other,other,False,55,"Aceituna aliñada, alta en grasa"
off_76346df412,Crema De Pimiento Del Piquillo,carbs,other,vegetables,True,75,"Crema de hortaliza, base pimiento"
off_c31b02e575,Jugo de coco,other,other,fruit,True,70,Jugo de fruta tropical
off_7e5e176bc1,Ensaladilla americana,other,other,other,False,50,"Plato mixto, sin opción adecuada"
off_44e24c0e15,Aceituna negra de Aragón,fat,other,other_fat,True,80,"Fruto graso, no es aceite puro"
off_c91711ce02,Aceitunas gordal con hueso,other,other,other,False,55,Aceituna no encaja en opciones dadas
off_f51d168802,Aceituna Ecologica verde entera,fat,other,other_fat,True,80,"Fruto graso, no es aceite puro"
off_872582f2bf,Aceitunas verdes con hueso sabor a anchoa,other,other,other,False,55,Aceituna no encaja en opciones dadas
off_6c8290c05a,Aceitunas Verdes Con Hueso,other,other,other,False,55,Aceituna no encaja en opciones dadas
off_c93e889e11,Aceitunas verdes partidas aliñadas,other,other,other,False,55,Aceituna no encaja en opciones dadas
off_8c716382b3,Aceitunas aliñadas,other,other,other,False,55,Aceituna no encaja en opciones dadas
off_f881f6e3c3,Aceitunas gazpacha,other,other,other,False,55,Aceituna no encaja en opciones dadas
off_0aba323a23,Guacamole,other,other,other,False,55,Preparación grasa sin opción adecuada
off_2be99ef6c2,Deluxe aceitunas rellenas de anchoa lata 150 g,other,other,other,False,55,Aceituna no encaja en opciones dadas
off_c8d6e1d1d3,Cold pressed,other,other,other,False,50,Nombre ambiguo sin categoría clara
off_622ca2f5cb,Aceitunas con hueso cacereñas,other,other,other,False,55,Aceituna no encaja en opciones dadas
off_d02941cda0,Bebida vegetal de avena ligera,carbs,other,other_carbs,True,75,Bebida vegetal con hidratos como principal
off_f212b46664,Olive verte avec anchois,other,other,other,False,55,Aceituna no encaja en opciones dadas
off_bb4a6f218e,Aceitunas sin hueso,other,other,other,False,55,Aceituna no encaja en opciones dadas
off_8bfcfa6b17,Aceitunas verdes rellenas anchoas (reducida en sal),other,other,other,False,55,Aceituna no encaja en opciones dadas
off_81f99fb22f,Aceitunas Kalamón in hueso,other,other,other,False,55,Aceituna no encaja en opciones dadas
off_2e42af3329,Aceituna manzanilla sin hueso,fat,other,other_fat,True,80,"Fruto graso, no es aceite puro"
off_fe16b60c79,Aceitunas con hueso sabor anchoa,other,other,other,False,55,Aceituna no encaja en opciones dadas
off_19ef7b6558,Aceitunas negras enteras barril,other,other,other,False,55,Aceituna no encaja en opciones dadas
off_4e24a3f818,Trüffel & Pilz Pesto,other,other,other,False,60,Salsa grasa sin opción adecuada
off_c7fa2759c4,Pesto alla Trapanese,other,other,other,False,60,Salsa grasa sin opción adecuada
off_152b8df983,Aceitunas Cacereñas Negras Rodajas,other,other,other,False,55,Aceituna no encaja en opciones dadas
off_d157fb4f76,Aceitunas sin hueso aliñadas,other,other,other,False,55,Aceituna no encaja en opciones dadas
off_073e19195e,Caponata de Berenjena,carbs,other,vegetables,True,70,Preparación de hortalizas típica mediterránea
off_e618ef5c7d,Aceitunas con hueso grandes,other,other,other,False,55,"Fruto graso, no encaja en opciones"
off_eae0c0335a,Zumo con aloe vera,other,other,other,False,55,"Bebida con aloe, no es fruta pura"
off_a7a4aa3b5c,Bifidus desnatado natural edulcorado,other,other,other,False,55,Lácteo sin opción adecuada
off_7148147fdc,Bífidus natural 0%,other,other,other,False,55,Lácteo sin opción adecuada
off_d482c3133a,Tropical consum,other,other,fruit,True,80,Zumo de frutas tropical
off_e136249b45,Gazpacho fresco selectia,other,other,vegetables,True,85,Sopa de hortalizas tradicional
off_81986a6c40,Mermelada diet melocotón,carbs,other,sweets_bakery,True,75,Mermelada es dulce procesado
off_267d239df4,Néctar melocotón,carbs,other,fruit,True,70,Néctar de melocotón con azúcar
off_cc8df1734f,cherry tomaten saus,other,other,vegetables,True,75,Salsa base tomate cherry
off_d559197d94,Gazpacho tradicional,other,other,vegetables,True,85,Sopa fría de hortalizas
off_2bbef10b69,Salsa hot,other,other,other,False,55,"Salsa picante, no es vegetal puro"
off_53caa3ab9e,Jus d’Orange,other,other,fruit,True,90,Zumo de naranja 100%
off_cde1b75c4e,Salsa fajita,other,other,other,False,55,Salsa mixta procesada
off_e4f4a8ac71,Cebollitas agridulces,other,other,vegetables,True,65,Cebolla en conserva agridulce
off_cafeefaec0,Matin Douceur 100% Pur Jus Multifruits,other,other,fruit,True,90,Zumo multifrutas 100%
off_6f6600f0da,Anti oxidante,other,other,fruit,True,70,Zumo de frutas antioxidante
off_bfd18dfdb0,Mazorquitas de maíz en vinagre,carbs,other,vegetables,True,65,Maíz en vinagre como conserva
off_62f84a6416,Ensaladilla,other,other,other,False,55,Plato preparado mixto sin categoría
off_cf72a09071,Bifidus ciruelas pasas,other,other,other,False,55,"Lácteo con ciruela, sin opción clara"
off_f6fe427651,Bifidus 0% muesli cereales,other,other,other,False,55,"Lácteo con cereales, sin opción clara"
off_29ddf07474,broclli,other,other,vegetables,True,95,Brócoli fresco
off_83b1e67bdc,Bifidus edulcorado,other,other,other,False,55,Lácteo sin opción adecuada
off_cdd2f77d40,Arrabiata tomato sauce,other,other,vegetables,True,80,Salsa de tomate italiana
off_93898ded13,Perejil,other,other,vegetables,True,95,Hierba aromática fresca
off_3a61fe720e,Poêlée italienne,other,other,vegetables,True,75,Mezcla de verduras salteadas
off_8c1210b1d3,Bebida láctea con omega 3,other,other,other,False,50,Lácteo sin categoría adecuada disponible
off_0a7c76233e,Dragon Fruit Zumo Exótico,other,other,fruit,True,95,Zumo de fruta exótica
off_50ffe330ef,Latte macchiato light,other,other,other,False,50,Bebida láctea sin opción adecuada
off_6b6307a9f1,Fajita Salsa,other,other,other,False,55,Salsa sin categoría específica
off_a438988845,Salsa mexicana,other,other,vegetables,True,75,Salsa de tomate y verduras
off_5b6335bf78,Smoothie Dragon Fruit,other,other,fruit,True,95,Smoothie de fruta
off_b87fc39927,Vinagre de cava,other,other,other,False,55,Condimento sin categoría válida
off_507e06b4be,Surtido de encurtidos Dia,other,other,vegetables,True,85,Encurtidos de verduras
off_27bd5ce01d,Bebida de trigo espelta,other,other,other_carbs,True,70,Bebida de cereal con hidratos
off_84bf4d1939,Cremoso limon,other,other,other,False,50,Producto no clasificable claro
off_68942ef3e5,Bebida de Aveia,other,other,other_carbs,True,70,"Bebida de avena, hidratos"
off_6253f08dc4,Banderillas picantes,other,other,vegetables,True,80,Encurtido de verduras picantes
off_98d15c98d2,Mazorquitas,other,other,vegetables,True,65,"Producto de maíz, verdura"
off_3443ddd2c3,"Salteado de gambas, ajetes y espárragos verdes",other,other,vegetables,True,60,Preparado con verduras
off_d7e4665adc,Especial,other,other,other,False,30,Nombre genérico sin identificar
off_f37fd4728a,Yaourt limon 0%,other,other,other,False,50,Yogur sin opción láctea
off_4f0dbd5c75,Linea sabores sin trozos 0%,other,other,other,False,50,Yogur sin opción láctea
off_37d68a5414,Gelatina proteínas sabor frutos rojos,other,other,other,False,50,Suplemento proteico sin categoría
off_35f1ff92ab,Zumo FRESH,other,other,fruit,True,90,Zumo de frutas
off_9c07ab2fa4,Zumo con semillas de chía,other,other,fruit,True,90,Zumo de frutas con chía
off_7ff21627f2,Salsa picante extra,other,other,other,False,55,Salsa picante sin categoría
off_7bc61af5c8,Yellow family smoothie,other,other,fruit,True,95,Smoothie de frutas
off_8d34f127be,Bifidus Melocotón - Maracuyá,carbs,other,basic_dairy,True,85,"Yogur bifidus, lácteo básico"
off_f3db5249a6,Perejil fresco troceado,other,other,vegetables,True,95,Hierba aromática fresca
off_fd7e9a335a,Salsa Tomate- Albahaca,carbs,other,vegetables,True,85,Salsa base tomate y albahaca
off_15c1bc32af,Crecimiento a partir de 1 año,other,other,other,False,55,"Leche de crecimiento, no encaja en opciones"
off_68ac827838,+Proteínas,other,other,other,False,55,"Suplemento proteico, no encaja en opciones"
off_51595ca880,Salteado Meridional,other,other,vegetables,True,75,Salteado de verduras típico español
off_db957eae37,Cóctel de encurtidos,other,other,vegetables,True,70,Encurtidos son hortalizas conservadas
off_6c11669dfd,Batido al cacao,other,other,other,False,58,"Batido lácteo con cacao, sin opción adecuada"
off_17becd3578,Batido cacao,other,other,other,False,58,"Batido lácteo con cacao, sin opción adecuada"
off_42ad196a07,Tumaca con ajo,other,other,vegetables,True,78,"Salsa de tomate con ajo, base vegetal"
off_d0c9eafd46,Batido sabor vainilla,other,other,other,False,55,"Batido lácteo vainilla, sin opción adecuada"
off_bb5032a6e2,"Bífidus cremoso con semillas, cereales y avellanas 0%",other,other,other,False,55,"Yogur bífidus, sin opción láctea disponible"
off_c5bb10e4f6,Arrabbiata,other,other,vegetables,True,78,"Salsa de tomate picante, base vegetal"
off_d9580385a8,Bifidus con muesli o cereales,other,other,other,False,55,"Yogur bífidus, sin opción láctea disponible"
off_5ecf74590c,Sugo Alle Olive,other,other,vegetables,True,75,Salsa de tomate con aceitunas
off_aec2370899,Salteado,other,other,vegetables,True,75,"Salteado de verduras, macros coinciden"
off_2e523da54e,Salsa de tomate a la provenzal,carbs,other,vegetables,True,80,"Salsa de tomate, base vegetal clara"
off_081537ba3b,Bifidus Desnatado Natural Edulcorado Cremoso,other,other,other,False,55,"Yogur bífidus desnatado, sin categoría láctea"
off_b4f816b51a,Café cold brew - Café latte,other,other,other,False,55,"Bebida de café con leche, sin opción"
off_e66e2899eb,Bebida de espelta,other,other,other,False,55,"Bebida vegetal de espelta, sin opción"
off_5ed25f19ca,Bifidus con trozos de ciruela 0%,other,other,other,False,55,"Yogur bífidus con fruta, sin opción"
off_c772968d92,Salteado Estilo Asiatico,other,other,vegetables,True,75,Salteado de verduras estilo asiático
off_4913a331e5,Aceituna gordal,fat,other,other_fat,True,80,"Aceituna entera, grasa no aceitera"
off_734d4ba9ff,Carrefour Bio Yaourt Nature Maigre,other,other,other,False,55,"Yogur natural, sin opción láctea"
off_14456dfeb2,Almond Dessert,other,other,other,False,55,"Postre lácteo, sin opción adecuada"
off_41907fda91,Biactive con arándanos y lino,other,other,other,False,55,"Yogur bífidus con fruta, sin opción"
off_e6cb7e6439,"Bifidus 0,0",other,other,other,False,55,"Yogur bífidus, sin opción láctea"
off_0aa4767c1e,Parrillada con gambas,other,other,vegetables,True,65,Parrillada de verduras con gambas
off_e4ecae61db,Bifidus Natural 0%,other,other,other,False,55,Lácteo no disponible en opciones
off_c16b20543b,Habas,other,other,vegetables,True,85,"Leguminosa verde, se clasifica como verdura"
off_4a46c65b42,Bifidus edulcorado 0%,other,other,other,False,55,Lácteo no disponible en opciones
